sample_ID,time_point,treatment,TANK_NUM,metric_id,width1,width2
205,20190409_205,Gastrulation,15,205_gastrulation_12,0.441,0.4
205,20190409_205,Gastrulation,15,205_gastrulation_13,0.422,0.394
205,20190409_205,Gastrulation,15,205_gastrulation_14,0.435,0.439
205,20190409_205,Gastrulation,15,205_gastrulation_15,0.438,0.437
205,20190409_205,Gastrulation,15,205_gastrulation_16,0.411,0.388
205,20190409_205,Gastrulation,15,205_gastrulation_17,0.397,0.366
205,20190409_205,Gastrulation,15,205_gastrulation_18,0.459,0.437
205,20190409_205,Gastrulation,15,205_gastrulation_19,0.435,0.459
205,20190409_205,Gastrulation,15,205_gastrulation_20,0.516,0.511
205,20190409_205,Gastrulation,15,205_gastrulation_21,0.464,0.354
205,20190409_205,Gastrulation,15,205_gastrulation_22,0.416,0.392
205,20190409_205,Gastrulation,15,205_gastrulation_23,0.414,0.397
205,20190409_205,Gastrulation,15,205_gastrulation_24,0.44,0.446
205,20190409_205,Gastrulation,15,205_gastrulation_25,0.45,0.473
