"","X359","X361","X363","X365","X367","X371","X373","X375","X379"
"g5233",186,121,201,204,212,243,207,133,186
"g5231",1937,2095,2246,1819,1704,2317,1850,1455,2510
"g69560",1261,1320,1308,1306,737,1609,1186,724,1504
"g16354",173,171,175,155,94,85,58,164,65
"g2952",302,268,305,474,181,336,365,140,467
"g34836",3452,3305,2487,2253,2339,2171,1697,2076,1885
"g34838",365,333,482,487,313,593,412,280,520
"adi2mcaRNA35545_R0",334,344,674,476,424,519,260,269,580
"g44888",6337,7948,15392,13862,11329,18052,12445,8940,15839
"g53906",555,500,788,645,484,700,619,375,671
"g53900",2056,2460,1790,1605,1422,1301,938,1685,1422
"g7864",14,19,22,45,34,36,22,7,47
"g52053",1036,853,969,734,795,769,512,838,691
"g52059",160,187,210,321,220,289,270,229,355
"g52058",1373,1338,1617,1791,1845,2507,2483,1398,2640
"g16158",124,117,223,215,200,291,168,98,195
"g16153",867,818,873,807,646,1087,762,648,1137
"g36418",1626,1484,2045,1555,1877,2250,1461,1608,1992
"g32309",305,270,322,274,215,345,275,210,376
"g32307",902,906,1421,1222,1244,1556,1145,1032,1368
"g34616",1359,1022,1061,795,800,772,627,1029,716
"g32301",1179,1106,1340,1371,736,1600,1154,805,1588
"g32300",1177,1254,1803,1473,1316,3827,3397,1498,1308
"g56051",159,63,89,55,82,46,33,101,56
"g33898",16364,19162,25698,28925,21052,35930,31981,21035,33657
"g33897",2016,2268,3206,2712,2696,4314,2331,1948,5055
"g28779",1950,1858,2158,1267,1717,1382,1057,1648,1457
"g38094",1139,1032,1868,1595,1319,1304,978,1006,1458
"g62838",8602,9836,8023,7041,7485,6724,5131,7548,6734
"g37041",1301,1348,1961,2204,1638,3369,2619,1242,3667
"g62835",296,259,446,308,315,485,343,212,418
"g46693",355,351,451,273,299,203,144,278,239
"g62786",4864,4797,5030,3537,4095,3179,2621,3506,3227
"g46960",1994,2247,1999,1843,1704,2698,1793,1480,2385
"g11463",109,98,115,102,118,153,123,109,200
"g22270",1229,1259,1343,1235,1072,1553,1289,918,1611
"adi2mcaRNA4393_R0",2016,1632,2060,1415,1520,985,963,1621,1203
"adi2mcaRNA166_R0",429,519,550,401,504,233,241,447,279
"adi2mcaRNA4862_R1",150,163,159,146,154,94,85,282,62
"g23023",11404,12567,2104,1844,1851,1764,1650,1535,1369
"g20129",83,76,221,217,368,348,271,61,421
"g23025",3388,3821,3947,3788,3099,4678,3744,2790,5157
"g59539",3574,3699,4464,3973,3731,4098,3833,3128,4371
"g48116",1861,1703,1586,1329,1410,1199,767,1508,907
"g57594",219,253,311,181,225,160,98,185,134
"g13418",752,824,1046,821,899,1030,814,508,1081
"g56242",1508,1739,1692,1551,1462,1918,1485,1097,2232
"g53582",431,432,160,117,117,185,127,137,75
"g53580",296,310,128,61,93,91,94,114,87
"g53586",988,1101,1468,1493,780,1919,1415,769,1864
"g55535",19912,20966,37065,32096,29811,32969,23790,25160,28207
"g1322",1052,1038,1011,987,795,1810,1237,491,1794
"g5006",221,210,199,239,182,302,255,142,270
"g1588",211,263,337,364,294,302,273,170,386
"g41939",473,519,719,642,791,1052,654,476,914
"g6672",399,388,442,366,289,547,323,285,511
"g39788",6052,6389,10462,8847,9485,10141,7081,4674,10641
"g39782",3663,3878,6565,6138,5498,5850,4430,2846,6719
"g201",4497,5274,5443,5807,4237,6266,4847,3595,6086
"g15906",1005,877,1182,708,847,525,450,803,705
"adi2mcaRNA32600_R0",2949,2907,3031,2473,2260,2153,1630,2321,2158
"g32929",428,458,583,480,385,511,425,353,529
"g32923",473,456,546,488,356,650,374,363,660
"g38699",2533,2710,2378,1563,1823,1596,994,1611,1624
"g36334",5680,6117,5536,4212,4383,4614,2931,5131,3700
"adi2mcaRNA5604_R1",2104,1951,2384,2325,1946,2912,1729,2023,2762
"adi2mcaRNA32731_R3",801,514,834,446,327,377,285,631,493
"g65571",144,127,205,267,193,239,174,134,250
"g18775",365,330,213,82,141,71,66,155,74
"g23034",4125,4611,4037,4138,3768,5291,3500,2748,5220
"adi2mcaRNA29922_R3",87,66,101,107,102,160,91,89,121
"g46302",10353,11422,15221,14822,13106,14769,10292,8796,14578
"g13568",2362,2127,2003,2189,1696,2378,2220,1080,2874
"g9113",215,157,289,213,204,300,294,182,285
"g64086",3430,3886,3487,2985,3058,4258,3198,2729,4275
"g19962",1876,1950,1826,2232,1283,2620,1748,1372,2501
"g28104",17000,20029,18927,18574,14790,24508,17483,12320,21489
"g28106",330,228,515,417,487,409,408,337,421
"g64626",117,120,7,10,9,27,15,8,12
"g62662",6275,6814,7679,5347,5900,4362,3516,5094,4815
"g62660",588,688,700,813,678,818,636,509,946
"g55197",7094,7438,7470,7788,5216,8151,7212,5565,9270
"g23954",179,243,109,58,56,38,31,34,72
"g21883",613,640,651,482,489,414,271,685,542
"g67748",52,53,99,93,106,92,90,62,87
"g67742",187,171,312,189,234,270,257,143,209
"g58101",176,124,197,219,135,242,222,113,195
"g56463",613,490,695,426,555,360,334,554,387
"adi2mcaRNA37083_R0",4986,5217,6892,6929,7205,9127,6767,5012,9673
"g24269",288,198,477,453,468,359,216,210,381
"g58945",1460,1734,1964,2210,1623,2671,2029,1694,2816
"g68745",696,673,633,591,612,833,573,465,759
"g38620",4874,4259,5998,3657,4252,2861,2327,4415,3308
"g55286",1580,1553,1084,894,943,883,552,769,886
"adi2mcaRNA9093_R1",4390,5147,7594,7848,5727,9233,6771,2997,11479
"g41856",296,273,336,286,302,342,268,235,399
"g51151",371,325,409,339,329,440,386,188,685
"g59708",1743,1545,2228,1360,1635,1155,957,1549,1137
"g59700",729,838,1092,945,919,1028,908,826,1041
"adi2mcaRNA1849_R0",11937,11505,13642,8771,9512,7777,6131,10387,8031
"g7708",744,856,886,812,559,1134,728,589,975
"g55709",2842,3175,3221,2943,2642,4030,2823,2211,3406
"g55702",2329,2084,2871,1651,2205,1615,1074,2255,1323
"g10957",623,660,834,661,623,958,683,649,862
"g49846",1167,968,1358,637,959,613,491,1147,583
"g45540",1221,1173,1015,1064,848,1393,1071,811,1420
"g39660",2049,2212,2710,2294,3015,3810,2369,2218,3607
"g36901",224,231,465,447,562,1080,745,238,1367
"g36900",432,448,504,445,340,524,428,253,591
"g33996",1340,1425,1876,1806,1033,2246,1581,1184,2153
"g33995",64,59,77,75,58,123,82,34,123
"g33994",768,718,892,988,798,944,869,727,1023
"g70611",901,934,991,882,844,1149,824,749,1124
"g70614",192,191,429,449,744,858,590,178,939
"g28693",1334,1152,1462,1027,1220,891,620,1202,861
"g47445",89,113,210,120,255,220,131,119,210
"g28212",4118,3671,3433,2531,2783,2297,1670,2612,2618
"adi2mcaRNA23599_R0",1223,867,1081,612,696,634,399,893,518
"g9314",253,283,204,213,123,134,110,221,115
"adi2mcaRNA4881_R0",1180,966,1170,1061,797,776,578,1130,759
"g30720",6210,7344,8156,7682,6119,9217,7721,4960,10049
"g42003",9042,9585,9791,9331,8953,12921,9566,5645,13020
"g19300",394,335,387,288,278,234,151,384,193
"g19301",47,39,52,43,43,30,4,55,14
"g6883",140,123,133,99,76,52,53,63,29
"g56709",1761,1709,1996,1384,1378,1246,863,1363,1216
"adi2mcaRNA5934_R0",289,242,393,344,244,332,233,204,415
"g48241",8953,8111,7846,6254,6887,6192,4180,5839,6489
"adi2mcaRNA40279_R1",333,306,372,247,284,175,110,335,275
"adi2mcaRNA26390_R1",1011,1103,1677,1864,987,1847,1405,1094,1736
"adi2mcaRNA39283_R0",266,272,224,192,167,112,97,256,93
"g22960",565,428,651,464,434,310,277,452,374
"g22961",316,270,344,210,235,138,140,231,154
"g22967",1273,1165,1238,791,1060,768,518,819,736
"g62824",4257,4705,5251,3935,3753,6124,4007,3829,6725
"g26475",795,674,602,497,535,444,373,507,390
"g61948",82,92,123,131,116,132,130,62,120
"adi2mcaRNA703_R0",322,208,319,311,327,427,455,284,392
"g66628",3331,3502,4938,4783,4295,3874,2775,2915,5219
"g35124",220,182,276,349,292,339,398,271,309
"g35125",6685,8395,9392,9104,10308,12223,8998,7233,12347
"g62822",1254,1461,1706,1676,1354,1728,1376,1112,1723
"g60703",1232,1135,2446,1956,2137,2810,1555,1030,2520
"g52588",3194,2947,3541,2501,2942,1857,1312,2756,1745
"g55129",5167,5130,5301,3766,4349,3420,2986,3948,3668
"g55122",375,337,438,334,333,178,185,418,284
"g45533",689,599,872,638,584,406,361,648,549
"g54292",2277,1977,2404,1599,1652,1284,976,1729,1499
"g54291",871,781,836,691,684,568,422,643,592
"g27775",732,678,1097,1044,735,1469,1219,710,1714
"g41677",350,273,437,338,341,357,450,278,482
"g41676",182,201,271,307,272,324,272,190,319
"g53218",77,55,130,107,54,35,14,102,31
"g44727",1524,1383,1469,1098,1011,1253,816,1441,968
"g48219",948,1078,2323,2565,1797,1591,1180,1140,1514
"adi2mcaRNA20056_R3",64,71,63,66,24,37,18,69,21
"g43395",449,326,387,283,271,244,209,338,268
"g43392",1990,1972,1735,1442,1455,1276,1008,1603,1108
"g64474",17916,19019,17599,14529,14280,12526,9043,15940,11686
"g43399",3587,3589,3620,3991,3928,5063,3031,2956,4552
"g35246",130,194,292,241,221,287,225,131,270
"g40289",182,111,195,225,170,354,190,184,226
"g40284",184,119,108,111,112,72,72,133,80
"adi2mcaRNA22288_R2",374,311,386,295,270,205,178,346,241
"adi2mcaRNA22288_R4",38,78,116,100,100,84,85,60,155
"g2550",983,1240,1315,1269,983,1469,1117,791,1445
"g41080",3834,4380,3567,3812,2630,5278,4176,2395,5339
"g18123",703,718,896,801,756,859,679,560,952
"g38364",136,99,222,155,139,173,127,95,252
"g37488",2154,2237,2614,2018,1934,1571,1187,2020,1473
"g23507",1665,1656,1563,1283,1207,1288,841,1318,1099
"g30622",1808,2329,4943,4568,3963,3699,2448,2398,2759
"adi2mcaRNA16920_R1",1272,1604,2025,1667,2449,1887,1956,1636,2384
"adi2mcaRNA16920_R0",2747,2929,3498,3500,4275,4780,3331,3309,4239
"g35177",729,675,888,790,542,934,556,461,984
"adi2mcaRNA11654_R0",1428,1364,1395,1278,1039,1867,1089,974,1488
"g56130",683,704,760,557,461,428,324,600,529
"g56131",861,986,1265,957,1185,1404,1050,1052,1257
"g54997",196,336,444,462,347,446,247,284,548
"g64135",4707,4378,4718,3798,3312,3822,2270,3801,3320
"g54998",10061,13163,22886,23536,19410,23669,14328,13963,25827
"g2075",627,580,607,639,557,733,503,473,811
"g61845",277,336,406,400,469,650,519,298,687
"g24365",1003,1248,1224,1048,788,1340,1056,761,1530
"g24360",4067,4217,5331,4700,4602,4841,3589,3432,4578
"g9579",338,344,361,383,292,495,317,239,386
"g58663",31,14,35,21,50,64,78,42,98
"g25017",5420,4466,5667,3939,4622,3629,2609,4697,3409
"g60935",629,569,735,432,554,349,308,517,372
"g35080",416,400,485,462,496,652,517,377,699
"g35087",179,173,187,165,102,122,78,196,30
"g35086",131,170,158,122,75,72,65,189,16
"g63358",1153,1040,2024,1701,1633,1409,1138,1012,1689
"g35088",801,691,803,751,666,941,630,573,1194
"g2856",1671,1878,2111,1960,1896,2299,1725,1460,2681
"g2855",3560,3490,3639,3759,2947,4469,3272,2476,4406
"g2854",443,382,486,529,368,481,563,308,504
"g1501",1861,1537,1507,1118,1112,1144,915,1213,1018
"g1502",2637,2312,2100,1577,1736,1753,1336,1722,1717
"g53824",454,423,474,291,321,242,230,299,258
"g54361",399,501,600,713,423,884,538,395,906
"g39168",171,137,167,57,89,65,49,85,74
"adi2mcaRNA1250_R1",1386,1201,1276,834,1225,762,607,1109,794
"adi2mcaRNA331_R0",8878,8804,9912,5717,6922,5238,4030,7487,5129
"adi2mcaRNA25316_R5",48,64,105,102,53,78,55,15,123
"adi2mcaRNA25316_R8",57,41,109,90,63,88,66,47,104
"g38611",1073,1043,2332,2017,1853,1751,1246,1102,1722
"g46063",354,414,578,585,484,864,847,454,1036
"g23749",7814,7562,8879,6844,7006,6065,4278,6759,5984
"adi2mcaRNA295_R0",157,115,176,166,92,103,35,112,57
"g36513",124,131,93,40,76,797,943,12,888
"g32463",609,607,620,735,536,830,634,449,705
"g40892",315,386,425,432,305,424,328,254,461
"g41768",2530,2118,2774,1928,2024,1553,1435,2028,1836
"adi2mcaRNA28976_R6",36,26,35,24,34,61,57,19,82
"adi2mcaRNA21901_R0",4598,4929,6889,4935,4433,2611,1695,6894,2374
"adi2mcaRNA21901_R1",416,328,471,268,340,219,141,384,196
"g43723",112,100,104,81,80,64,32,90,57
"g43721",597,628,549,474,461,500,319,528,423
"g43720",29798,34306,29110,24388,22842,27601,16662,27255,23001
"adi2mcaRNA36431_R2",548,526,849,502,414,408,289,538,354
"g29272",381,377,531,429,456,528,368,328,659
"g33831",971,1132,585,594,509,397,250,633,394
"g70185",495,411,491,418,484,290,193,289,264
"g70186",223,411,661,536,599,622,357,72,670
"g33835",111240,114808,112627,90342,92507,93200,63101,90956,85218
"adi2mcaRNA32674_R0",715,496,807,483,520,436,346,708,453
"g37363",1218,936,1139,765,1018,669,614,1112,688
"g63626",1199,1364,2024,1938,2258,2567,1672,1473,2064
"g9315",544,536,502,398,365,308,240,511,304
"g57149",1747,1640,1411,732,987,811,773,928,868
"g44672",933,956,1164,913,1114,1205,761,515,1072
"g61662",1036,793,1031,627,885,517,460,866,643
"g61663",1365,1081,1273,783,987,912,584,971,860
"adi2mcaRNA1705_R0",10575,13021,17948,15741,12636,15620,10690,8597,16882
"g65962",122,137,253,358,183,268,188,166,284
"g51662",5411,6300,8985,7714,7786,10472,7461,5772,10283
"g7254",621,561,568,537,366,454,262,467,335
"g61084",297,267,311,243,278,462,513,119,730
"g61085",409,458,502,409,378,558,336,312,576
"g61089",7306,7352,7342,5451,5586,6019,4422,6278,5308
"adi2mcaRNA11044_R0",663,482,583,345,456,383,303,497,297
"g15365",1572,1579,1762,1463,1393,1726,1297,1092,1696
"g26557",1341,1481,1980,1566,1843,2048,1583,1646,2065
"adi2mcaRNA14845_R1",1162,908,1398,728,1156,580,570,1126,677
"g17768",1986,1190,1959,1340,1421,1072,642,1874,1034
"g4255",371,334,382,358,440,640,439,237,503
"g57966",60,71,52,62,46,37,20,73,43
"g12756",549,420,677,674,507,661,442,390,560
"g18337",2726,2473,2697,1491,2191,1574,1288,2027,1389
"adi2mcaRNA12045_R0",1504,1186,1525,958,1171,842,730,1314,833
"adi2mcaRNA12677_R0",395,301,410,226,263,202,176,295,190
"adi2mcaRNA38533_R1",145,201,89,72,52,110,63,145,108
"adi2mcaRNA16184_R1",1316,1516,1913,1812,1671,1711,1474,1379,1769
"g34497",872,900,1043,1015,834,1157,928,699,1072
"g32794",8897,10054,12038,11602,11787,13085,9428,8901,13898
"g32799",325,330,335,336,247,479,362,180,619
"g30492",30,29,68,55,47,52,45,14,64
"g30490",2462,1900,2887,1498,2040,1390,1159,1945,1317
"g14841",3117,2780,3222,2184,2316,1979,1675,2890,1963
"g22628",630,633,743,652,615,858,672,402,849
"g33679",110,110,202,130,137,138,168,96,139
"g33677",180,184,368,258,267,303,213,173,264
"g28163",138,207,253,168,197,290,154,112,539
"adi2mcaRNA11548_R0",2628,3048,4623,3644,4169,4220,2928,2003,5124
"g57639",1274,1223,1378,963,1048,916,649,1127,667
"g19800",1549,1724,1752,1379,1263,1380,862,1517,1214
"g19803",252,198,302,183,221,96,64,231,158
"g19802",1353,1385,1867,1902,2163,2700,1865,1435,2548
"g19806",247,172,245,157,130,88,81,233,65
"g21628",1958,1706,2793,1560,1825,1351,967,2083,1362
"g32281",92,110,102,86,68,34,28,74,43
"g58232",133,90,69,54,76,47,27,74,40
"g28065",442,504,319,274,313,1204,813,156,1038
"g71428",126,162,145,29,19,11,6,32,30
"adi2mcaRNA19491_R0",2481,1998,2753,1666,2005,1639,1345,2252,1574
"adi2mcaRNA4985_R0",628,468,675,380,377,271,222,356,232
"g47990",2271,3067,2689,2660,2988,3490,2388,2106,3587
"adi2mcaRNA7128_R0",2695,2237,2686,2863,1816,3153,2250,1581,3235
"g66331",737,678,616,452,463,468,289,554,377
"g22626",2704,2105,3111,1613,2065,1466,1309,2090,1583
"g10757",135,70,269,204,280,262,152,159,278
"g71012",832,902,1289,1151,1121,1276,989,678,1426
"g16570",98,120,103,123,103,167,119,59,148
"g56505",775,709,1028,916,998,1076,801,797,1195
"g20113",3342,3604,3396,3765,3504,4467,3896,2564,4624
"g10606",195,326,460,354,479,393,440,327,513
"g1930",918,898,1003,822,863,1134,715,677,1028
"g1932",992,1098,1086,911,925,1295,1042,776,1235
"g52506",187,139,269,282,263,256,229,165,211
"g54212",801,749,1164,529,642,505,431,810,500
"adi2mcaRNA2549_R2",204,225,265,147,133,113,84,213,117
"g50900",352,338,244,156,195,172,181,235,171
"g59625",884,860,875,1066,635,1142,931,611,1169
"g25058",596,649,945,842,804,965,632,588,850
"g16777",614,640,710,880,521,934,922,508,1018
"g30098",221,132,170,240,118,264,232,128,290
"g58575",2272,2383,3132,3731,3053,4173,3958,3110,5261
"g58571",1438,1375,1644,1443,1289,1759,1197,928,1841
"g58579",404,297,392,275,208,250,134,263,188
"g3500",5407,5837,7813,6710,8318,8460,6609,6685,8886
"g35267",423,349,433,249,285,268,145,308,284
"g12296",341,313,273,366,222,474,324,243,407
"g55628",1365,1410,1905,1407,1825,1901,1467,1252,1654
"g55626",3081,2985,4034,2838,2658,1920,1776,2779,2293
"g55623",978,1002,1309,1063,1210,1191,952,921,1348
"g8083",205,146,216,117,183,97,77,128,101
"g53607",4530,4428,4964,3525,4188,3371,2339,4365,3415
"g49922",10343,9712,11136,8484,8416,7297,5642,8330,7883
"g49920",643,554,731,624,565,783,667,424,936
"g104",1205,989,1361,1100,1165,697,470,1484,876
"g35260",632,588,685,477,584,769,614,526,748
"g34633",3247,3311,3767,2524,2852,2320,1706,3183,2316
"g62470",593,599,706,533,603,470,285,573,438
"g28269",6341,7568,7176,6595,6083,9615,5874,4764,9687
"g28268",2343,2227,2056,2308,1534,3207,2537,1247,3580
"g28266",1230,1108,1502,974,997,889,697,1151,883
"g18997",140,161,414,297,274,394,253,218,456
"g47565",1777,1546,1814,1555,1194,1295,807,1430,1184
"g6296",526,554,764,699,512,617,594,527,874
"g62259",142,105,64,47,58,45,34,91,34
"g47022",2579,2916,2007,1250,1655,1099,875,1062,982
"g62096",354,394,688,563,538,480,393,399,629
"g33353",3343,2574,4538,2594,3585,1699,1411,3523,1679
"g2817",14240,15432,17840,15109,13977,18447,12207,10979,22701
"g71141",438,528,584,535,478,635,531,392,589
"g24055",1798,1632,1738,1302,1426,1254,840,1345,1127
"g28927",40,33,94,39,50,66,56,37,69
"g32238",970,930,1104,708,870,629,533,808,631
"g57614",735,759,703,523,554,506,375,712,540
"g3740",391,452,521,467,412,563,482,360,508
"g25703",419,451,700,542,182,720,459,303,663
"g20450",146,192,437,279,389,340,196,163,256
"g25091",134,111,152,166,103,165,212,126,168
"g25093",745,860,783,433,486,591,352,618,350
"g4389",5503,4919,3916,2873,3319,2883,2321,2713,2847
"g35003",551,557,802,801,719,855,577,597,755
"g49169",595,528,517,514,449,874,800,428,955
"g61572",2823,3085,4193,4332,4928,5769,4386,3347,6055
"g61571",1888,2214,2470,2611,2923,3981,2573,2201,4015
"g50737",2073,2644,2279,2274,2032,3016,2393,1464,3163
"g7091",2005,1819,2434,2248,2228,2801,2026,1810,2734
"g7098",1913,2077,2619,2256,2293,3029,2086,2003,2544
"g49065",115,74,173,159,100,183,134,86,222
"g23491",332,293,402,250,274,124,157,247,149
"g34426",2609,2439,2752,2037,1985,1727,1301,2467,1628
"g22353",203,242,232,184,158,149,82,141,126
"g22351",1514,1490,1721,1289,1414,1222,851,1375,1106
"g46886",3190,3168,4275,3411,3451,3814,2474,2334,4001
"g65061",496,399,530,531,402,313,214,410,345
"g65063",689,663,1061,1054,615,512,260,759,507
"g70101",623,673,656,695,549,899,637,568,1143
"g6558",148,167,216,207,145,271,267,72,299
"g37050",2331,2494,3554,3017,3525,3665,2519,2553,3911
"adi2mcaRNA26284_R0",3725,4383,4997,4474,5574,6908,4639,5236,5963
"g62599",624,741,768,523,561,459,372,667,438
"g62593",2310,2221,2291,1469,1820,1537,1208,1638,1501
"g62592",32,51,50,83,38,92,87,36,86
"g37237",8239,7606,8400,6336,6559,6013,4551,6218,6481
"g37235",7966,8337,8568,8628,6999,10100,6543,5860,9470
"g66742",1371,1261,1577,998,1195,863,581,1124,1007
"g29411",50,72,76,71,55,148,69,43,87
"g9390",210,285,444,403,716,470,349,293,536
"g9399",97,161,247,152,201,197,187,121,173
"g36012",381,507,589,470,403,613,1077,413,582
"g10223",319,258,386,313,327,384,317,237,360
"adi2mcaRNA32703_R1",813,863,1192,813,799,584,409,783,600
"adi2mcaRNA11892_R0",125,109,214,204,226,191,155,120,238
"g60352",1308,1134,1486,1117,1412,1516,1145,974,1461
"g8278",102,114,100,56,97,67,56,116,31
"adi2mcaRNA4547_R0",424,427,443,509,395,508,469,342,568
"g24244",1183,1440,1983,1980,1360,2678,1876,1519,2804
"g40427",517,612,744,633,516,653,595,472,689
"g12003",277,235,242,161,163,100,115,188,149
"g20567",173,176,181,140,112,133,70,197,88
"g4705",1158,1220,1502,1023,1119,1009,710,1187,819
"g25116",2154,2252,2326,2344,1962,2585,1790,1514,2590
"g24191",723,812,1079,860,845,942,679,604,1035
"g63094",200,224,187,123,124,121,97,137,117
"g63093",171,140,132,118,78,39,71,174,88
"g39592",294,251,300,195,217,151,82,228,148
"g39596",941,700,857,597,681,511,385,843,566
"adi2mcaRNA24841_R0",1467,1663,1850,1908,1206,2022,1502,1203,2137
"g39041",874,938,1110,988,871,1311,978,894,1244
"adi2mcaRNA28124_R0",2731,2567,2407,2028,1940,1869,1398,2103,1682
"g6397",1112,1190,1422,1105,1168,1272,1136,820,1282
"g740",76,82,59,54,67,35,37,106,23
"g7118",3441,3140,3732,2457,2974,2468,1899,3133,2161
"g13011",57,61,28,22,19,21,7,39,30
"g30558",578,640,954,591,825,870,670,624,946
"adi2mcaRNA16671_R3",537,460,462,396,468,256,228,457,196
"g15084",668,621,672,798,1062,1093,814,631,1136
"g49186",39,54,80,54,66,72,62,42,106
"adi2mcaRNA3618_R0",3576,3025,3492,2185,2749,2012,1746,2353,2124
"g40318",158,155,205,183,144,260,197,153,205
"adi2mcaRNA22827_R0",4425,4368,4704,3097,3931,3194,2774,3853,3127
"g41409",139,183,260,247,210,281,255,237,274
"g19882",398,351,459,385,449,707,444,353,652
"g26311",309,336,336,315,277,380,351,248,367
"adi2mcaRNA966_R1",1736,1730,1821,1192,1435,1158,932,1461,1174
"g16312",482,451,680,703,655,758,379,376,593
"g16313",155,140,194,216,202,210,142,127,261
"g22343",14818,16060,17333,16514,12157,22141,19195,11459,24608
"adi2mcaRNA29360_R2",1697,1597,1375,1014,1109,1039,873,1358,1025
"g10685",1427,1564,1609,1089,1160,1160,829,1161,1007
"g67460",19636,23141,17465,14830,11418,14832,10787,13496,7324
"adi2mcaRNA12103_R0",1897,1678,1992,1413,1258,1461,870,1567,1297
"g67285",151,187,197,116,138,95,80,189,107
